codigo	descripcion
99252	INTERCONSULTA CONSULTA INICIAL PARA UN NUEVO PACIENTE QUE REQUIERE DE ESTOS TRES COMPONENTES·         HISTORIA FOCALIZADA-EXPANDIDA DEL PROBLEMA·         EXAMEN FISICO FOCALIZADO EXPANDIDO·         DECISION MEDICA DE BAJA COMPLEJIDAD            USUALMENTE EL PROBLEMA ES DE BAJA SEVERIDAD. EL MEDICO PASA APROXIMADAMENTE 40 MINUTOS EN LA HABITACION Y PISO
99253	INTERCONSULTA CONSULTA INICIAL PARA UN NUEVO PACIENTE QUE REQUIERE DE ESTOS TRES COMPONENTES·         HISTORIA DETALLADA DEL PROBLEMA·         EXAMEN FISICO DETALLADO EXPANDIDO       DECISION MEDICA DE MODERADA COMPLEJIDAD       USUALMENTE EL PROBLEMA ES DE MODERADA SEVERIDAD. EL MEDICO PASA APROXIMADAMENTE 55 MINUTOS EN LA HABITACION Y PISO
99254	INTERCONSULTA CONSULTA INICIAL PARA UN NUEVO PACIENTE QUE REQUIERE DE ESTOS TRES COMPONENTES·         HISTORIA DETALLADA DEL PROBLEMA·         EXAMEN FISICO DETALLADO EXPANDIDO       DECISION MEDICA DE MODERADA COMPLEJIDAD       USUALMENTE EL PROBLEMA ES DE MODERADA SEVERIDAD. EL MEDICO PASA APROXIMADAMENTE 80 MINUTOS EN LA HABITACION Y PISO
99255	INTERCONSULTA CONSULTA INICIAL PARA UN NUEVO PACIENTE QUE REQUIERE DE ESTOS TRES COMPONENTES·         HISTORIA COMPLETA·         EXAMEN FISICO COMPLETO·         DECISION MEDICA DE ALTA COMPLEJIDAD         USUALMENTE EL PROBLEMA ES DE ALTA SEVERIDAD. EL MEDICO PASA APROXIMADAMENTE 110 MINUTOS EN LA HABITACION Y PISO
99281	VISITA EN EMERGENCIA PARA EVALUACION Y MANEJO DE UN PACIENTE QUE REQUIERE DE ESTOS TRES COMPONENTES.·         HISTORIA FOCALIZADA AL PROBLEMA·         EXAMEN FISICO FOCALIZADO AL PROBLEMA·         DECISION MEDICA SIMPLE Y DIRECTA   USUALMENTE EL PROBLEMA ES AUTOLIMITADO Y DE MENORCOMPLEJIDAD
99282	VISITA EN EMERGENCIA PARA EVALUACION Y MANEJO DE UN PACIENTE QUE REQUIERE DE ESTOS TRES COMPONENTES.·         HISTORIA FOCALIZADA-EXTENDIDA DEL PROBLEMA·         EXAMEN FISICO FOCALIZADO-EXTENDIDO DEL PROBLEMA·         DECISION MEDICA DE BAJA COMPLEJIDAD           USUALMENTE EL PROBLEMA ES DE BAJA A MODERADA SEVERIDAD
99283	VISITA EN EMERGENCIA PARA EVALUACION Y MANEJO DE UN PACIENTE QUE REQUIERE DE ESTOS TRES COMPONENTES.·         HISTORIA FOCALIZADA-EXTENDIDA DEL PROBLEMA·         EXAMEN FISICO FOCALIZADO-EXTENDIDO DEL PROBLEMA·         DECISION MEDICA DE MODERADA COMPLEJIDAD              USUALMENTE EL PROBLEMA ES DE  MODERADA SEVERIDAD
99284	VISITA EN EMERGENCIA PARA EVALUACION Y MANEJO DE UN PACIENTE QUE REQUIERE DE ESTOS TRES COMPONENTES.·         HISTORIA DETALLADA·         EXAMEN FISICO DETALLADO               ·         DECISION MEDICA DE MODERADA COMPLEJIDAD              USUALMENTE EL PROBLEMA ES DE ALTA SEVERIDAD, Y REQUIERE DE EVALUACION URGENTE POR EL MEDICO PERO NO PONE EN RIESGO INMEDIATO A LA VIDA
99285	VISITA EN EMERGENCIA PARA EVALUACION Y MANEJO DE UN PACIENTE QUE REQUIERE DE ESTOS TRES COMPONENTES.·         HISTORIA COMPLETA·         EXAMEN FISICO COMPLETO·         DECISION MEDICA DE ALTA COMPLEJIDAD               USUALMENTE EL PROBLEMA ES DE ALTA SEVERIDAD, Y PONE EN RIESGO INMEDIATO A LA VIDA O DETERIORO SEVERO FUNCIONAL
99288	DIRECCION DEL MEDICO DEL SISTEMA DE EMERGENCIAS EN SOPORTE CARDIACO AVANZADO
99291	CUIDADO CRITICO EVALUACION Y MANEJO DE UNA ENFERMEDAD CRITICA O UN PACIENTE TRAUMATIZADO PRIMEROS 30 A 74 MIN (USADO EN UN PACIENTE CRÍTICO SÓLO POR UNA VEZ, SEA EN LAS UNIDADES DE CUIDADOS INTENSIVOS U OTROS SERVICIOS DEONDE SE PRODUZCA UN EVENTO FALLA MULTIORGANICA, EN QUE LA VIDA DEL PACIENTE ESTÁ EN PELIGRO)
99292	CUIDADO CRITICO EVALUACION Y MANEJO DE UNA ENFERMEDAD CRITICA O UN PACIENTE TRAUMATIZADO CADA 30 MINUTOS ADICIONALES (USADO DE FORMA ADICIONAL AL 99291, HASTA POR UN MÁXIMO DE 5 OCASIONES-150 M INUTOS EL PRIMER DÍA Y EN CASOS DE RECAIDA DEL MISMO PACIENTE)
99304	ENFERMERIA, CUIDADO INICIAL, POR DÍA, POR LA EVALUACIÓN Y MANEJO DE UN PACIENTE, QUE REQUIERE DE ESOS TRES COMPONENTES: 1. HISTORIA CLÍNICA DETALLADA Y COMPRENSIBLE 2.- EN EXAMEN FÍSICO DETALLADO 3. DECISIÓN MEDICA SENCILLA Y DE BAJA COMPLEJIDAD. CONSULTORÍA Y/O COORDINACIÓN DEL CUIDADO CON OTROS SERVICIOS DE ACUERDO A LAS NECESIDADES DEL PACIENTE(S) Y/O DE SU FAMILIA. USUALMENTE, EL PROBLEMA(S) REQUIERE DE ADMISIÓN DE BAJA SEVERIDAD. TIEMPO 25 MIN. CON EL PACIENTE Y/O FAMILIARES O CUIDADOR
99305	ENFERMERIA, CUIDADO INICIAL, POR DÍA, POR LA EVALUACIÓN Y MANEJO DE UN PACIENTE, QUE REQUIERE DE ESOS TRES COMPONENTES: 1. HISTORIA CLÍNICA DETALLADA Y COMPRENSIBLE 2.- EN EXAMEN FÍSICO DETALLADO 3. DECISIÓN MEDICA SENCILLA Y DE MODERADA COMPLEJIDAD. CONSULTORÍA Y/O COORDINACIÓN DEL CUIDADO CON OTROS SERVICIOS DE ACUERDO A LAS NECESIDADES DEL PACIENTE(S) Y/O DE SU FAMILIA. USUALMENTE, EL PROBLEMA(S) REQUIERE DE ADMISIÓN DE MODERADA SEVERIDAD. TIEMPO 35 MIN. CON EL PACIENTE Y/O FAMILIARES O CUIDADOR
99306	ENFERMERIA, CUIDADO INICIAL, POR DÍA, POR LA EVALUACIÓN Y MANEJO DE UN PACIENTE, QUE REQUIERE DE ESOS TRES COMPONENTES: 1. HISTORIA CLÍNICA DETALLADA Y COMPRENSIBLE 2.- EN EXAMEN FÍSICO DETALLADO 3. DECISIÓN MEDICA SENCILLA Y DE ALTA COMPLEJIDAD. CONSULTORÍA Y/O COORDINACIÓN DEL CUIDADO CON OTROS SERVICIOS DE ACUERDO A LAS NECESIDADES DEL PACIENTE(S) Y/O DE SU FAMILIA. USUALMENTE, EL PROBLEMA(S) REQUIERE DE ADMISIÓN DE ALTA SEVERIDAD. TIEMPO 45 MIN. CON EL PACIENTE Y/O FAMILIARES O CUIDADOR
99307	ENFERMERIA, CUIDADO SUBSECUENTE, POR DÍA, POR LA EVALUACIÓN Y MANEJO DE UN PACIENTE QUE REQUIERE AL MENOS DE DOS DE ESTOS TRES COMPONENTES: SENCILLA DECISIÓN MÉDICA. CONSEJERÍA Y/O COORDINACIÓN DEL CUIDADO UN PROBLEMA ENFOCADO EN LA HISTORIA; UN PROBLEMA ENFOCADO EN EL EXAMEN FÍSICO; REQUIERE DE UNA SENCILLA DECISIÓN MÉDICA. CONSEJERÍA Y/O COORDINACIÓN DEL CUIDADO CON OTROS SERVICIOS SEGÚN LA NATURALEZA DEL PROBLEMA(S) Y LAS NECESIDADES DEL PACIENTE(S) O SU FAMILIA(S). USUALMENTE, EL PACIENTE ESTÁ ESTABLE O MEJORANDO. TIEMPO 10 MINUTOS CON EL PACIENTE Y/O SU FAMILIA(S) Y CUIDADOR
99308	ENFERMERIA, CUIDADO SUBSECUENTE, POR DÍA, POR LA EVALUACIÓN Y MANEJO DE UN PACIENTE QUE REQUIERE AL MENOS DE DOS DE ESTOS TRES COMPONENTES: BAJA DECISIÓN MÉDICA. CONSEJERÍA Y/O COORDINACIÓN DEL CUIDADO UN PROBLEMA ENFOCADO EN LA HISTORIA; UN PROBLEMA ENFOCADO EN EL EXAMEN FÍSICO; REQUIERE DE UNA BAJA DECISIÓN MÉDICA. CONSEJERÍA Y/O COORDINACIÓN DEL CUIDADO CON OTROS SERVICIOS SEGÚN LA NATURALEZA DEL PROBLEMA(S) Y LAS NECESIDADES DEL PACIENTE(S) O SU FAMILIA(S). USUALMENTE, EL PACIENTE ESTÁ ESTABLE O MEJORANDO. TIEMPO 15 MINUTOS CON EL PACIENTE Y/O SU FAMILIA(S) Y CUIDADOR
99309	ENFERMERIA, CUIDADO SUBSECUENTE, POR DÍA, POR LA EVALUACIÓN Y MANEJO DE UN PACIENTE QUE REQUIERE AL MENOS DE DOS DE ESTOS TRES COMPONENTES: MODERADA DECISIÓN MÉDICA. CONSEJERÍA Y/O COORDINACIÓN DEL CUIDADO UN PROBLEMA ENFOCADO EN LA HISTORIA; UN PROBLEMA ENFOCADO EN EL EXAMEN FÍSICO; REQUIERE DE UNA MODERADA DECISIÓN MÉDICA. CONSEJERÍA Y/O COORDINACIÓN DEL CUIDADO CON OTROS SERVICIOS SEGÚN LA NATURALEZA DEL PROBLEMA(S) Y LAS NECESIDADES DEL PACIENTE(S) O SU FAMILIA(S). USUALMENTE, EL PACIENTE ESTÁ ESTABLE O MEJORANDO. TIEMPO 25 MINUTOS CON EL PACIENTE Y/O SU FAMILIA(S) Y CUIDADOR
99310	ENFERMERIA, CUIDADO SUBSECUENTE, POR DÍA, POR LA EVALUACIÓN Y MANEJO DE UN PACIENTE QUE REQUIERE AL MENOS DE DOS DE ESTOS TRES COMPONENTES: ALTA DECISIÓN MÉDICA. CONSEJERÍA Y/O COORDINACIÓN DEL CUIDADO UN PROBLEMA ENFOCADO EN LA HISTORIA; UN PROBLEMA ENFOCADO EN EL EXAMEN FÍSICO; REQUIERE DE UNA ALTA DECISIÓN MÉDICA. CONSEJERÍA Y/O COORDINACIÓN DEL CUIDADO CON OTROS SERVICIOS SEGÚN LA NATURALEZA DEL PROBLEMA(S) Y LAS NECESIDADES DEL PACIENTE(S) O SU FAMILIA(S). USUALMENTE, EL PACIENTE ESTÁ ESTABLE O MEJORANDO. TIEMPO 35 MINUTOS CON EL PACIENTE Y/O SU FAMILIA(S) Y CUIDADOR
99324	VISITA DOMICILIARIA INICIAL QUE REQUIERE 3 DE LOS SIGUIENTES  COMPONENTES: 1.- HISTORIA ORIENTADA  AL PROBLEMA   2.- EXAMEN FOCALIZADO AL PROBLEMA    3.- DECISION MEDICA UNICA Y DIRECTA. BASADO EN LAS NECESIDADES DEL PACIENTE Y SU FAMILIA.   TIEMPO DE DURACION   20 MINUTOS 
99325	VISITA DOMICILIARIA INICIAL QUE REQUIERE DE 3 DE LOS SIGUIENTES  COMPONENTES: 1.- HISTORIA EXPANDIDA A VARIOS PROBLEMAS   2.- EXAMEN DETALLADO    3.- DECISION MEDICA UNICA Y DIRECTA. BASADO EN LAS NECESIDADES DEL PACIENTE Y SU FAMILIA. TIEMPO DE DURACION   30  MINUTOS 
99326	VISITA DOMICILIARIA INICIAL QUE REQUIERE DE 3 DE LOS SIGUIENTES  COMPONENTES: 1.- HISTORIA DETALLADA   2.- EXAMEN DETALLADO    3.- DECISION MEDICA UNICA Y DIRECTA. BASADO EN LAS NECESIDADES DEL PACIENTE Y SU FAMILIA. EL PROBLEMA DE SALUD TIENE UNA  MODERADA A UNA ELEVADA SEVERIDAD.  TIEMPO DE DURACION   45  MINUTOS
99327	VISITA DOMICILIARIA INICIAL QUE REQUIERE DE 3 DE LOS SIGUIENTES  COMPONENTES: 1.- HISTORIA DETALLADA DEL PROBLEMA SEVERO  2.- EXAMEN DETALLADO    3.- DECISION MEDICA UNICA Y DIRECTA. BASADO EN LAS NECESIDADES DEL PACIENTE Y SU FAMILIA. EL PROBLEMA DE SALUD ES SEVERO Y REQUIERE VISITA MEDICA INMEDIATA. TIEMPO DE DURACION   60 MINUTOS
99328	VISITA DOMICILIARIA INICIAL QUE REQUIERE DE 3 DE LOS SIGUIENTES  COMPONENTES: 1.- HISTORIA DETALLADA DEL PROBLEMA SEVERO  2.- EXAMEN DETALLADO    3.- DECISION MEDICA UNICA Y DIRECTA. BASADO EN LAS NECESIDADES DEL PACIENTE Y SU FAMILIA. EL PROBLEMA DE SALUD ES SEVERO Y REQUIERE VISITA MEDICA INMEDIATA. TIEMPO DE DURACION   75 MINUTOS
99339	SUPERVISIÓN MÉDICA INDIVIDUAL DE UN PACIENTE EN CASA, QUE REQUIEREN COMPLEJAS MODALIDADES DE ATENCIÓN MULTIDISCIPLINARIA QUE IMPLICA EL DESARROLLO MÉDICO DE CABECERA Y / O REVISIÓN DE PLANES DE ATENCIÓN, LA REVISIÓN DE LOS INFORMES POSTERIORES DEL ESTADO DEL PACIENTE, REVISIÓN DE LABORATORIO Y OTROS ESTUDIOS RELACIONADOS CON LA COMUNICACIÓN (INCLUYENDO LLAMADAS TELEFÓNICAS) A LOS EFECTOS DE LAS DECISIONES DE EVALUACIÓN O EL CUIDADO DE LA SALUD PROFESIONAL (S), MIEMBRO DE LA FAMILIA (S), SUSTITUTO QUE TOMA DECISIONES (S) (POR EJEMPLO, LEGAL TUTOR) Y / O CUIDADOR CLAVE (S) INVOLUCRADAS EN EL CUIDADO DEL PACIENTE, LA INTEGRACIÓN DE LOS NUEVOS INFORMACIÓN EN EL PLAN DE TRATAMIENTO MÉDICO Y / O AJUSTE DE MÉDICOS TRATAMIENTO, DENTRO DE UN MES CALENDARIO; 15-29 MINUTOS
99340	SUPERVISIÓN MÉDICA INDIVIDUAL DE UN PACIENTE EN CASA, QUE REQUIEREN COMPLEJAS MODALIDADES DE ATENCIÓN MULTIDISCIPLINARIA QUE IMPLICA EL DESARROLLO MÉDICO DE CABECERA Y / O REVISIÓN DE PLANES DE ATENCIÓN, LA REVISIÓN DE LOS INFORMES POSTERIORES DEL ESTADO DEL PACIENTE, REVISIÓN DE LABORATORIO Y OTROS ESTUDIOS RELACIONADOS CON LA COMUNICACIÓN (INCLUYENDO LLAMADAS TELEFÓNICAS) A LOS EFECTOS DE LAS DECISIONES DE EVALUACIÓN O EL CUIDADO DE LA SALUD PROFESIONAL (S), MIEMBRO DE LA FAMILIA (S), SUSTITUTO QUE TOMA DECISIONES (S) (POR EJEMPLO, LEGAL TUTOR) Y / O CUIDADOR CLAVE (S) INVOLUCRADAS EN EL CUIDADO DEL PACIENTE, LA INTEGRACIÓN DE LOS NUEVOS INFORMACIÓN EN EL PLAN DE TRATAMIENTO MÉDICO Y / O AJUSTE DE MÉDICOS TRATAMIENTO, DENTRO DE UN MES CALENDARIO; 30 MINUTOS O MÁS.
99334	VISITA DOMICILIARIA SUBSECUENTE QUE REQUIERE DE 2 DE LOS SIGUIENTES  COMPONENTES: 1.- HISTORIA ORIENTADA  AL PROBLEMA   2.- EXAMEN FOCALIZADO AL PROBLEMA    3.- DECISION MEDICA UNICA Y DIRECTA. BASADO EN LAS NECESIDADES DEL PACIENTE Y SU FAMILIA.   TIEMPO DE DURACION   15 MINUTOS 
99335	VISITA DOMICILIARIA SUBSECUENTE QUE REQUIERE DE 2 DE LOS SIGUIENTES  COMPONENTES: 1.- HISTORIA EXPANDIDA A VARIOS PROBLEMAS   2.- EXAMEN DETALLADO    3.- DECISION MEDICA UNICA Y DIRECTA. BASADO EN LAS NECESIDADES DEL PACIENTE Y SU FAMILIA. TIEMPO DE DURACION   25  MINUTOS 
99336	VISITA DOMICILIARIA SUBSECUENTE QUE REQUIERE DE 2 DE LOS SIGUIENTES  COMPONENTES: 1.- HISTORIA DETALLADA   2.- EXAMEN DETALLADO    3.- DECISION MEDICA UNICA Y DIRECTA. BASADO EN LAS NECESIDADES DEL PACIENTE Y SU FAMILIA. EL PROBLEMA DE SALUD TIENE UNA  MODERADA A UNA ELEVADA SEVERIDAD.  TIEMPO DE DURACION   40  MINUTOS
99337	VISITA DOMICILIARIA SUBSECUENTE QUE REQUIERE DE 2 DE LOS SIGUIENTES  COMPONENTES: 1.- HISTORIA DETALLADA DEL PROBLEMA SEVERO  2.- EXAMEN DETALLADO    3.- DECISION MEDICA UNICA Y DIRECTA. BASADO EN LAS NECESIDADES DEL PACIENTE Y SU FAMILIA. EL PROBLEMA DE SALUD ES SEVERO Y REQUIERE VISITA MEDICA INMEDIATA. TIEMPO DE DURACION   60 MINUTOS
99468	HOSPITALIZACIÓN INICIAL NEONATAL DE CUIDADOS INTENSIVOS, POR DÍA, PARA LA EVALUACIÓN Y GESTIÓN DE UN NEONATO EN ESTADO CRÍTICO, 28 DÍAS DE EDAD O MENOS
99469	HOSPITALIZACIÓN POSTERIOR NEONATAL DE CUIDADOS INTENSIVOS, POR DÍA, PARA LA EVALUACIÓN Y GESTIÓN DE UN NEONATO EN ESTADO CRÍTICO, 28 DÍAS DE EDAD O MENOS
99471	HOSPITALIZACIÓN INICIAL ADULTOS Y NIÑOS DE CUIDADOS INTENSIVOS, POR DÍA, PARA LA EVALUACIÓN Y GESTIÓN DE UN PACIENTE GRAVEMENTE ENFERMO O UN NIÑO PEQUEÑO, 29 DÍAS A 24 MESES DE EDAD.
99472	HOSPITALIZACIÓN POSTERIOR ADULTOS Y NIÑOS DE CUIDADOS INTENSIVOS, POR DÍA, PARA LA EVALUACIÓN Y GESTIÓN DE UN PACIENTE GRAVEMENTE ENFERMO O UN NIÑO PEQUEÑO, 29 DÍAS A 24 MESES DE EDAD
10021	ASPIRACION POR AGUJA FINA, SIN GUIA RADIOLOGICA. 
10022	ASPIRACION POR AGUJA FINA, CON GUIA RADIOLOGICA. 
10040	CIRUGIA PARA ACNE (EJ. MARSUPIALIZACION ABERTURA O RESECCION DE MILIA MULTIPLE, COMEDONES, QUISTES, PUSTULAS).
10060	INCISION Y DRENAJE DE ABSCESO (EJ. CARBUNCO, HIDROADENITIS SUPURATIVA Y OTROS ABSCESOS CUTANEOS O SUBCUTANEOS, QUISTES, FORUNCULO O PARONIQUIA)  SIMPLE O UNICO.
10061	INCISION Y DRENAJE DE ABSCESO (EJ. CARBUNCO, HIDROADENITIS SUPURATIVA Y OTROS ). COMPLICADOS O MULTIPLES.
10080	INCISION Y DRENAJE DE UN QUISTE PILONIDAL, SIMPLE.
10081	INCISION Y DRENAJE DE UN QUISTE PILONIDAL, COMPLICADO. 
10120	INCISION Y REMOCION DE UN CUERPO EXTRANO DE TEJIDO SUBCUTANEO, SIMPLE.
10121	INCISION Y REMOCION DE UN CUERPO EXTRANO DE TEJIDO SUBCUTANEO, COMPLICADO.
10140	INCISION Y DRENAJE DE HEMATOMA, SEROMA O LIQUIDO COLECCIONADO.
